catchment,water_body,description
Quảng Bình,Sông Lý Hòa,"Sông Lý Hòa là một sông chảy ở huyện Bố Trạch tỉnh Quảng Bình, Việt Nam."
Quảng Nam,Sông A Vương,"Sông A Vương là phụ lưu của sông Bung trong hệ thống sông Thu Bồn, chảy ở các huyện phía tây tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Bung,"Sông Bung là một phụ lưu của sông Vu Gia. Sông Bung chảy ở các huyện Tây Giang, Nam Giang và Đông Giang, tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Đắk Ba,Sông Đắk Ba hay suối Ba là phụ lưu của Đắk Drinh. Sông Đắk Ba chảy qua các tỉnh Quảng Nam và Quảng Ngãi.
Quảng Nam,Sông Leng,"Sông Leng hay Sông Nước Leng là phụ lưu của sông Tranh, chảy ở huyện Nam Trà My tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Nước Chè,"Sông Nước Chè là một con sông đổ ra Đắk Mi, tên ở phần thượng nguồn của sông Vu Gia. Sông Nước Chè chảy qua các huyện Đăk Glei tỉnh Kon Tum và huyện Phước Sơn tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Suối Nước Nghèo,"Suối Nước Nghèo là một con suối đổ ra Sông Tang. Suối Nước Nghèo chảy qua các tỉnh Quảng Ngãi, Quảng Nam"
Quảng Nam,Sông Quá Giáng,"Sông Quá Giáng, tên khác sông La Thọ, là một phân lưu của sông Vu Gia và đổ vào sông Vĩnh Điện. Sông Quá Giáng chảy qua các tỉnh Quảng Nam và Đà Nẵng, Việt Nam."
Quảng Nam,Sông Chơr Lang,"Sông Chơr Lang là phụ lưu của sông A Vương, chảy ở xã Bha Lêê huyện Tây Giang tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Đá Giăng,"Sông Đá Giăng là phụ lưu nhỏ của sông Tiên. Sông Đá Giăng chảy ở xã Tiên Cảnh huyện Tiên Phước tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Thanh,"Sông Thanh, tên khác Sông Đắk Peng, là một con sông đổ ra sông Vu Gia. Sông Thanh chảy qua các tỉnh Kon Tum và Quảng Nam, Việt Nam."
Quảng Nam,Sông Tang,"Sông Tang, sông Nước Trong hay Sông Tung là một phụ lưu của sông Đắk Drinh. Sông Tang chảy qua các huyện Bắc Trà My tỉnh Quảng Nam và huyện Trà Bồng, Sơn Hà tỉnh Quảng Ngãi, Việt Nam."
Quảng Nam,Sông Bồng Miêu,"Sông Bồng Miêu là một phụ lưu hợp thành của sông Tiên, chảy ở tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Thu Bồn,"Sông Thu Bồn, với diện tích lưu vực rộng 10.350 km², là một trong những sông nội địa có lưu vực lớn nhất Việt Nam. Sông bắt nguồn từ khối núi Ngọc Linh thuộc huyện Đăk Glei, tỉnh Kon Tum và đổ ra biển tại cửa Đại, thành phố Hội An, tỉnh Quảng Nam ; một nhánh chảy vào sông Vĩnh Điện để đổ nước vào sông Hàn, Đà Nẵng. Trước khi đổ ra biển tại cửa Đại, một phần nước của sông chảy vào sông Trường Giang để đổ ra vịnh An Hòa, Tam Quang, Núi Thành. Sông Thu Bồn cùng với sông Vu Gia, hợp lưu tại Đại Lộc, tạo thành hệ thống sông lớn có vai trò rất quan trọng đối với đời sống và tâm hồn người Quảng. Phần lớn diện tích lưu vực sông chảy trong địa phận Quảng Nam và thành phố Đà Nẵng, phần thượng nguồn một phần nằm trên đất Kon Tum và Quảng Ngãi."
Quảng Nam,Sông Tiên (Việt Nam),"Sông Tiên là phụ lưu của sông Tranh. Sông Tiên chảy ở vùng đất huyện Tiên Phước, một huyện trung du nằm ở phía Tây tỉnh Quảng Nam, Miền Trung Việt Nam."
Quảng Nam,Sông Trường Giang (Quảng Nam),"Sông Trường Giang là con sông chạy dọc theo bờ biển thuộc tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Vang,Sông Vang là một con sông đổ ra Sông Thu Bồn. Sông có chiều dài 33 km và diện tích lưu vực là 240 km².
Quảng Nam,Sông Vĩnh Điện,Sông Vĩnh Điện là một con sông đào ở Quảng Nam và Đà Nẵng. Sông có chiều dài là 23 km.
Quảng Nam,Sông Vàng,"Sông Vàng là phụ lưu cấp 1 của Sông Kôn trong thủy vực của sông Vu Gia, chảy ở các huyện Đông Giang và Đại Lộc, tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Vu Gia,"Sông Vu Gia, phần thượng nguồn ở Phước Sơn được gọi là Đắk Mi, là một sông lớn ở phía Bắc tỉnh Quảng Nam, Việt Nam."
Quảng Nam,Sông Yên (Quảng Nam – Đà Nẵng),Sông Yên là một phân lưu của sông Vu Gia và là một chi lưu của sông Cầu Đỏ.
Quảng Ngãi,Sông Đắk Ba,Sông Đắk Ba hay suối Ba là phụ lưu của Đắk Drinh. Sông Đắk Ba chảy qua các tỉnh Quảng Nam và Quảng Ngãi.
Quảng Ngãi,Sông Đắk Lô,"Sông Đắk Lô là một con sông đổ ra Sông Trà Khúc. Sông Đắk Lô chảy qua các tỉnh Kon Tum và Quảng Ngãi, Việt Nam"
Quảng Ngãi,Sông Đắk R' Baye,"Sông Đắk R' Baye là một con sông đổ ra Sông Đắk Lô. Sông Đắk R' Baye chảy qua các tỉnh Kon Tum, Quảng Ngãi."
Quảng Ngãi,Sông Đắk Rô Man,"Sông Đắk Rô Man là một con sông đổ ra Sông Đắk Drinh. Sông Đắk Rô Man chảy qua các tỉnh Kon Tum, Quảng Ngãi."
Quảng Ngãi,Suối Đắk Xe Rack,"Suối Đắk Xe Rack là một con suối đổ ra Sông Đắk Lô. Suối Đắk Xe Rack chảy qua các tỉnh Kon Tum, Quảng Ngãi."
Quảng Ngãi,Sông Đắk Tmeo,"Sông Đắk Tmeo hay Đăk T'Meo, còn gọi là suối Nước Meo, suối Ta Meo, là một phụ lưu của Đăk Đrinh trong hệ thống sông Trà Khúc. Đăk T'Meo chảy ở huyện Nam Trà My tỉnh Quảng Nam, huyện Kon Plông tỉnh Kon Tum và huyện Sơn Tây, tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Đắk Xe Rong,"Sông Đắk Xe Rong là một con sông đổ ra Sông Đắk Lô. Sông Đắk Xe Rong chảy qua các tỉnh Kon Tum, Quảng Ngãi."
Quảng Ngãi,Đăk Đrinh,"Đăk Đrinh, còn viết là Đăk Đ'Rinh hay Đăk Drinh, là phụ lưu cấp 1 của sông Trà Khúc, chảy ở huyện Kon Plong tỉnh Kon Tum và các huyện Sơn Tây và Di Lăng tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông La Ê,"Sông La Ê là một con sông đổ ra sông Re trong hệ thống sông Trà Khúc. Sông La Ê chảy qua các huyện Kon Plông tỉnh Kon Tum và huyện Ba Tơ tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Nước Đinh,"Sông Nước Đinh (tên khác: Sông Sa Lung) là một con sông đổ ra Sông Lại Giang. Sông có chiều dài 29 km và diện tích lưu vực là 115 km². Sông Nước Đinh chảy qua các tỉnh Bình Định, Quảng Ngãi."
Quảng Ngãi,Suối Nước Long,"Suối Nước Long là một con suối đổ ra Sông Re. Suối Nước Long chảy qua các tỉnh Kon Tum, Quảng Ngãi, Việt Nam."
Quảng Ngãi,Suối Nước Nghèo,"Suối Nước Nghèo là một con suối đổ ra Sông Tang. Suối Nước Nghèo chảy qua các tỉnh Quảng Ngãi, Quảng Nam"
Quảng Ngãi,Sông An Định,"Sông An Định là phụ lưu cấp 1 của sông Trà Khúc, chảy ở huyện Nghĩa Hành và Tư Nghĩa tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Hàm Giang,"Sông Hàm Giang là phụ lưu cấp 1 của sông Trà Khúc, chảy ở huyện Sơn Tịnh tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Re,"Sông Re, còn viết là Sông Rhe, là phụ lưu cấp 1 của sông Trà Khúc, chảy ở tỉnh Kon Tum và Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Tô (Quảng Ngãi),"Sông Tô là phụ lưu bờ trái sông Liên trong lưu vực sông Vệ, chảy ở huyện Ba Tơ tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Trà Khúc,"Sông Trà Khúc là con sông lớn nhất ở tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Vệ,"Sông Vệ là một con sông tại tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Xà Lò,"Sông Xà Lò, còn viết là Đắk Xà Lò, là phụ lưu cấp 1 của sông Trà Khúc, chảy ở huyện Kon Plong tỉnh Kon Tum và các huyện Sơn Tây, Sơn Hà tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Suối Tà Mang,"Suối Tà Mang là một phụ lưu của Đăk Đrinh trong hệ thống sông Trà Khúc, chảy ở huyện Sơn Hà, tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Tang,"Sông Tang, sông Nước Trong hay Sông Tung là một phụ lưu của sông Đắk Drinh. Sông Tang chảy qua các huyện Bắc Trà My tỉnh Quảng Nam và huyện Trà Bồng, Sơn Hà tỉnh Quảng Ngãi, Việt Nam."
Quảng Ngãi,Sông Trà Bồng,Trà Bồng là một trong những huyện miền núi
Quảng Ngãi,Sông Vang,Sông Vang là một con sông đổ ra Sông Thu Bồn. Sông có chiều dài 33 km và diện tích lưu vực là 240 km².
Quảng Ninh,Sông Ba Chẽ,Sông Ba Chẽ là một trong những con sông lớn tại tỉnh Quảng Ninh
Quảng Ninh,Sông Bạch Đằng,"Sông Bạch Đằng là ranh giới giữa thành phố Hải Phòng và tỉnh Quảng Ninh ngày nay, gọi theo phiên âm chữ Nôm là Bạch Đằng Giang (白藤江). Từ Bạch (白) có nghĩa là trắng, từ Đằng (藤) có nghĩa là ""bụi cây quấn quýt"", tên Nôm là Dầng hay Rừng. Và ba từ ""Bạch Đằng Giang"", nghĩa là sông có ""rừng sóng bạc đầu"", mà gọi theo dân gian là sông Thần. Ngoài ra sông này còn có tên gọi khác thời Hậu Lê là Vân Cừ (澐渠), nghĩa là ""con sông nhỏ có sóng lớn"" hay ""nước chảy xoáy cuồn cuộn"", về sau là sông Thành Triền và ngày nay là sông Đá Bạc..."
Quảng Ninh,Sông Chanh (Quảng Ninh),Sông Chanh là một con sông ngắn tại tỉnh Quảng Ninh.
Quảng Ninh,Sông Đồng Mai,"Sông Đồng Mai, còn viết là Sông Đông Mai, là phụ lưu của Sông Kinh Thầy. Sông có chiều dài 28 km và diện tích lưu vực là 195 km². Sông Đồng Mai chảy qua các tỉnh Hải Dương và Quảng Ninh, Việt Nam"
Quảng Ninh,Sông Đá Bạc,Sông Đá Bạc (còn được gọi là sông Đá Bạch ) là một con sông thuộc hệ thống sông Thái Bình.
Quảng Ninh,Sông Hà Cối,"Sông Hà Cối là một con sông chảy qua huyện Hải Hà, tỉnh Quảng Ninh."
Quảng Ninh,Sông Ka Long,"Sông Ka Long là sông chảy ở vùng biên giới giữa tỉnh Quảng Ninh, Việt Nam và tỉnh Quảng Tây, Trung Quốc.. Một đoạn dài của sông là ranh giới tự nhiên cho đường biên giới Việt - Trung."
Quảng Ninh,Sông Phố Cũ,"Sông Phố Cũ là một con sông đổ ra Sông Tiên Yên. Sông có chiều dài 57 km và diện tích lưu vực là 415 km². Sông Phố Cũ chảy qua các tỉnh Lạng Sơn, Quảng Ninh."
Quảng Ninh,Sông Đồng Cái Xương,"Sông Đồng Cái Xương là một con sông nhỏ tại Quảng Ninh. Sông nằm giữa huyện Đầm Hà và huyện Tiên Yên. Sông bắt nguồn từ một ngọn núi ở Tiên Yên rồi chảy ra biển. Phù sa của sông Đồng Cái Xương và sông Đầm Hà bồi đắp nên đồng bằng nhỏ ven biển ở huyện Đầm Hà. Đoạn chảy ra biển, lòng sông rộng dần."
Quảng Ninh,Sông Mang,"Sông Mang (còn gọi là sông Hòn Đũa - Cửa Đối ) thực ra là một lạch biển nhỏ nằm giữa đảo Trà Bản và đảo Cảnh Cước, thuộc huyện Vân Đồn, Quảng Ninh. Vì là một lạch biển, sông Mang không có thượng nguồn và hạ du, không có chiều của dòng chảy. Con nước lớn ròng tùy thuộc vào thủy triều lên xuống. Khi thủy triều lên thì nước ập vào 2 bên cửa sông. Khi triều rút thì từ giữa dòng rút ra 2 bên."
Quảng Ninh,Sông Trới,"Sông Trới là một con sông nhỏ tại Quảng Ninh. Sông chảy qua phường Hoành Bồ, thành phố Hạ Long. Sông bắt nguồn từ một ngọn núi thuộc dãy núi Đông Triều, chảy theo hướng Tây Nam và đổ ra vịnh Cửa Lục. Trên địa bàn phường Hoành Bồ có 2 cây cầu là Cầu Trới I và II bắc qua con sông Trới, có tỉnh lộ 324 đi Ba Chẽ, tỉnh lộ 326 đi Dương Huy, Cẩm Phả, Quốc lộ 279 đi Bắc Giang và có Cao tốc Hạ Long - Vân Đồn đi qua."
Quảng Ninh,Suối Khe Lan,"Khe Lan là một con suối đổ ra Sông Ba Chẽ. Sông có chiều dài 27 km và diện tích lưu vực là 107 km². Khe Lan chảy qua các tỉnh Lạng Sơn, Quảng Ninh."
Quảng Ninh,Suối Khe Nháng,"Khe Nháng là một con suối đổ ra Sông Ba Chẽ. Sông có chiều dài 17 km và diện tích lưu vực là 34 km². Khe Nháng chảy qua các tỉnh Lạng Sơn, Quảng Ninh."
Quảng Ninh,Sông Tiên Yên,Sông Tiên Yên là con sông chảy qua tỉnh Quảng Ninh.
Quảng Ninh,Sông Thín Coóng,"Sông Thín Coóng (còn gọi là sông Tràng Vinh), có chiều dài trên 20 km, bắt nguồn từ các đỉnh núi cao 713, 546, 866, chảy qua hồ Tràng Vinh, thuộc địa phận thành phố Móng Cái, tỉnh Quảng Ninh, rồi đổ ra Biển Đông."
Quảng Ninh,Suối Vàng (Hải Dương – Quảng Ninh),"Suối Vàng là một con suối đổ ra Sông Đông Mai. Suối có chiều dài 19 km và diện tích lưu vực là 48 km². Suối Vàng chảy qua các tỉnh Hải Dương, Quảng Ninh."
Quảng Ninh,Sông Voi Lớn,"Sông Voi Lớn (còn gọi là sông Tài Xá - Mũi Chùa ) là một con sông tại tỉnh Quảng Ninh, Việt Nam. Con sông này ngăn cách đảo Cái Bầu thuộc huyện đảo Vân Đồn với thành phố Cẩm Phả và huyện Tiên Yên."
Quảng Trị,Sông Bến Hải,"Sông Bến Hải là một con sông chảy ở huyện Vĩnh Linh và Gio Linh tỉnh Quảng Trị thuộc miền Trung, Việt Nam."
Quảng Trị,Sông Cầu Nhị,"Sông Cầu Nhị là một con sông đổ ra Sông Ô Lâu. Sông có chiều dài 23 km và diện tích lưu vực là 52 km². Sông Cầu Nhị chảy qua các huyện Hải Lăng, tỉnh Quảng Trị và huyện Phong Điền, tỉnh Thừa Thiên Huế, Việt Nam."
Quảng Trị,Sông Châu Thị,"Sông Châu Thị, còn có tên là Sông Trầm Kỳ, là một con sông đổ ra sông Sa Lung. Sông có chiều dài 25 km và diện tích lưu vực là 125 km². Sông Châu Thị chảy qua các tỉnh Quảng Trị, Quảng Bình."
Quảng Trị,Sông Đakrông,"Sông Đakrông là dòng thượng nguồn của sông Thạch Hãn. Sông Đakrông chảy ở huyện Đakrông, tỉnh Quảng Trị, Việt Nam. Tên sông theo tiếng dân tộc ở đây có nghĩa là "" sông lớn ""."
Quảng Trị,Sông Hiếu (Quảng Trị),"Sông Hiếu là một phụ lưu của sông Thạch Hãn, chảy ở huyện Cam Lộ và thành phố Đông Hà, tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Suối La La,"Sông La La (trong thơ ca gọi là suối La La ) là một phụ lưu của sông Sê Pôn chảy ở huyện Hướng Hóa tỉnh Quảng Trị, Việt Nam. Sông có chiều dài 20 km."
Quảng Trị,Sông Ô Lâu,"Sông Ô Lâu là một con sông đổ ra Biển Đông. Sông có chiều dài 99 km và diện tích lưu vực là 926 km². Sông Thác Ma là một chi lưu của sông Ô Lâu, chảy qua các huyện Hải Lăng tỉnh Quảng Trị và Phong Điền,thành phố Huế. Việt Nam."
Quảng Trị,Sông Rào Quán,"Sông Rào Quán là phụ lưu của sông Đakrông trong hệ thống sông Thạch Hãn. Sông Rào Quán chảy ở huyện Hướng Hóa và huyện Đakrông, tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Sa Lung (Quảng Trị),"Sông Sa Lung, phần thượng nguồn còn gọi là Rào Quang, là một con sông đổ ra Sông Bến Hải. Sông có chiều dài 59 km và diện tích lưu vực là 410 km²."
Quảng Trị,Sông Ái Tử,"Sông Ái Tử là phụ lưu của sông Vĩnh Phước trong hệ thống sông Thạch Hãn. Sông Ái Tử chảy ở huyện Đakrông và Triệu Phong tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Cam Lộ,"Sông Cam Lộ là dòng thượng nguồn của Sông Hiếu trong hệ thống sông Thạch Hãn. Sông Cam Lộ chảy ở các huyện Hướng Hóa, Đakrông, Gio Linh và Cam Lộ tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Cánh Hòm,"Sông Cánh Hòm là con sông trải dài trên diện tích phía đông của huyện Gio Linh, tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Nhùng,"Sông Nhùng là phụ lưu của sông Vĩnh Định trong hệ thống sông Thạch Hãn. Sông Nhùng chảy ở các huyện Đakrông và Hải Lăng tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Sê Pôn,Sê Pôn là con sông chảy qua Lào và Việt Nam.
Quảng Trị,Sông Vĩnh Phước,"Sông Vĩnh Phước là phụ lưu của sông Thạch Hãn. Sông Vĩnh Phước chảy ở các huyện Cam Lộ, Triệu Phong và thị xã Đông Hà tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Thác Ma,"Sông Thác Ma, còn có tên là sông Thác Mã, sông Mỹ Chánh, là một con sông đổ ra sông Ô Lâu. Sông có chiều dài 51 km và diện tích lưu vực là 172 km². Sông Thác Ma chảy qua các huyện Hải Lăng tỉnh Quảng Trị và huyện Phong Điền tỉnh Thừa Thiên Huế, Việt Nam."
Quảng Trị,Suối Tà Cơn,"Suối Tà Cơn là phụ lưu của sông Rào Quán trong hệ thống sông Thạch Hãn, chảy ở huyện Hướng Hóa và Đakrông tỉnh Quảng Trị, Việt Nam."
Quảng Trị,Sông Thạch Hãn,"Sông Thạch Hãn (hay còn gọi là sông Ba Lòng, sông Quảng Trị ) là con sông lớn nhất tỉnh Quảng Trị. Đây là con sông gắn liền với lịch sử Quảng Trị. Tại vùng hạ nguồn thì sông Thạch Hãn nối với sông Bến Hải qua sông Cánh Hòm, và nối với sông Ô Lâu qua sông Vĩnh Định, nên có thể xếp chung ra "" hệ thống sông Bến Hải–Thạch Hãn–Ô Lâu ""."
Quảng Trị,Sông Vĩnh Định (Quảng Trị),"Sông Vĩnh Định là phân lưu trong mạng lưới châu thổ của sông Thạch Hãn. Sông Vĩnh Định chảy ở các huyện Hải Lăng và Triệu Phong tỉnh Quảng Trị, Việt Nam."
Sóc Trăng,Sông Hậu,"Sông Hậu hay Hậu Giang, phía Campuchia gọi là Tonlé Bassac ( tiếng Khmer : ទន្លេបាសាក់ ), là một phân lưu của sông Mê Kông, chảy qua và Việt Nam."
Sóc Trăng,Kinh Tân Lập,"Kinh Tân Lập (tên khác: Kinh Ngay) là một con kênh đổ ra Sông Mỹ Thanh. Kênh có chiều dài 424 km và diện tích lưu vực là km². Kinh Tân Lập chảy qua các tỉnh Hậu Giang, Sóc Trăng."
Sóc Trăng,Kênh Ngan Dừa – Cầu Sập,"Kênh Ngan Dừa - Cầu Sập là một con sông đổ ra Kênh Xáng Cà Mau - Bạc Liêu. Sông có chiều dài 44 km và diện tích lưu vực là km². Kênh Ngan Dừa - Cầu Sập chảy qua các tỉnh Bạc Liêu, Sóc Trăng."
Sóc Trăng,Kênh Ngay,"Kênh Ngay (tên khác: Kênh số 1) là một con sông đổ ra Rạch Mọp. Sông có chiều dài 22 km và diện tích lưu vực là km². Kênh Ngay chảy qua các tỉnh Sóc Trăng, Hậu Giang."
Sóc Trăng,Kênh Sóc Trăng,"Kênh Sóc Trăng (tên khác: Kênh Xáng) là một con kênh đổ ra Kênh Xáng Lớn. Kênh có chiều dài 27 km. Kênh Sóc Trăng chảy qua các tỉnh Sóc Trăng, Hậu Giang."
Sóc Trăng,Sông Cổ Cò (Sóc Trăng),Sông Cổ Cò là một con sông nhỏ tại tỉnh Sóc Trăng.
Sóc Trăng,Sông Cồn Tròn,"Sông Cồn Tròn là một con sông nhỏ ở huyện Cù Lao Dung, tỉnh Sóc Trăng. Sông Cồn Tròn ngày nay chính là sông Ba Thắc xưa kia, nhưng ngày nay nhỏ hơn nhiều và cửa sông nằm ở hướng khác."
Sóc Trăng,Sông Mỹ Thanh,Sông Mỹ Thanh là một con sông nhỏ tại tỉnh Sóc Trăng.
Sóc Trăng,Kênh Trà Ban,"Kênh Trà Ban (tên khác: Kênh Xáng Chùm) là một con kênh đổ ra Kênh Xáng Quản Lộ - Phụng Hiệp. Kênh có chiều dài 13 km. Kênh Trà Ban chảy qua các tỉnh Sóc Trăng, Hậu Giang."
Sóc Trăng,Rạch Vàm Lẽo,"Rạch Vàm Lẽo (tên khác: Rạch Cà Mau) là một con sông đổ ra Sông Bạc Liêu. Sông có chiều dài 38 km và diện tích lưu vực là km². Rạch Vàm Lẽo chảy qua các tỉnh Bạc Liêu, Sóc Trăng."
Sóc Trăng,Kênh Xáng Cà Mau – Bạc Liêu,"Kênh Xáng Cà Mau - Bạc Liêu là một con kênh đổ ra Sông Mỹ Thanh. Kênh có chiều dài 103 km. Kênh Xáng Cà Mau - Bạc Liêu chảy qua các tỉnh Bạc Liêu, Sóc Trăng, Cà Mau."
Sóc Trăng,Kênh Xáng Quản Lộ – Phụng Hiệp,"Kênh Xáng Quản Lộ – Phụng Hiệp là một con kênh đổ ra Sông Gành Hào. Kênh có chiều dài 121 km. Kênh Xáng Quản Lộ – Phụng Hiệp chảy qua các tỉnh Hậu Giang, Sóc Trăng, Bạc Liêu, Cà Mau."
Sơn La,Sông Bứa,"Sông Bứa là một con sông đổ ra Sông Thao. Sông có chiều dài 117 km và diện tích lưu vực là 1.355 km². Sông Bứa chảy qua các tỉnh Sơn La, Phú Thọ."
Sơn La,Nậm Chi,"Nậm Chi là một con sông đổ ra Nậm Mu. Sông có chiều dài 27 km và diện tích lưu vực là 92 km². Nậm Chi chảy qua các tỉnh Sơn La và Lai Châu, Việt Nam."
Sơn La,Nậm Cộng,"Nậm Cộng là một phụ lưu của Nậm Sỏ, phụ lưu cấp 2 của Nậm Mu trong lưu vực sông Đà."
Sơn La,Nậm Cơ,"Nậm Cơ là một con sông đổ ra Sông Đà. Sông có chiều dài 27 km và diện tích lưu vực là 111 km². Nậm Cơ chảy qua các tỉnh Sơn La, Điện Biên."
Sơn La,Suối Cảng,"Suối Cảng là một con suối đổ ra Suối Tân. Suối có chiều dài 16 km và diện tích lưu vực là 67 km². Suối Cảng chảy qua các tỉnh Sơn La, Hoà Bình."
Sơn La,Suối Cơi,"Suối Cơi là một con suối đổ ra Sông Bứa. Suối có chiều dài 23 km và diện tích lưu vực là 94 km². Suối Cơi chảy qua các tỉnh Sơn La, Phú Thọ."
Sơn La,Nậm Ca,"Nậm Ca là một suối phụ lưu của Nậm Công trong lưu vực sông Mã, chảy ở huyện Sốp Cộp, tỉnh Sơn La, Việt Nam."
Sơn La,Suối Chiến,"Suối Chiến hay nậm Chiến là một phụ lưu cấp 1 của sông Đà, chảy ở huyện Mường La tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Chim (Bắc Yên),"Nậm Chim hay Suối Chim là phụ lưu nhỏ cấp 1 ở bờ trái sông Đà, chảy ở huyện Bắc Yên, tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Công,"Nậm Công là phụ lưu cấp 1 của sông Mã, chảy qua các huyện Sốp Cộp và Sông Mã, tỉnh Sơn La, Việt Nam."
Sơn La,Nậm É,"Nậm É hay Nậm E là một sông trong lưu vực sông Mã, chảy ở các tỉnh Sơn La và Điện Biên, Việt Nam."
Sơn La,Nậm Giôn (sông),"Nậm Giôn là một phụ lưu của sông Đà, chảy ở huyện Quỳnh Nhai, tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Húa,"Nậm Húa, còn có tên là Nậm Hóa, Nậm Hua, Nậm Khoai, là một phụ lưu của Sông Mã, chảy qua các tỉnh Sơn La và Điện Biên, Việt Nam."
Sơn La,Suối Khoang,"Suối Khoang là một con suối đổ ra Sông Đà. Suối Khoang chảy qua các tỉnh Sơn La, Hoà Bình. Suối có chiều dài 30 km và diện tích lưu vực là 210 km²."
Sơn La,Nậm Khắt (Mù Cang Chải),"Nậm Khắt là một phụ lưu cấp 1 của suối Chiến, cấp 2 của sông Đà, chảy ở huyện Mù Cang Chải tỉnh Yên Bái và huyện Mường La tỉnh Sơn La, Việt Nam."
Sơn La,Nậm La,"Nậm La là một phụ lưu cấp 2 ở bờ phải sông Đà, chảy ở tỉnh Sơn La, Việt Nam. Nậm La có đoạn chảy qua thành phố Sơn La, và tên tỉnh ""Sơn La"" có nguồn gốc từ tên sông này."
Sơn La,Nậm Lạnh (suối),"Nậm Lạnh là suối phụ lưu của Nậm Công trong lưu vực sông Mã, chảy ở huyện Sốp Cộp, tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Mùa,"Nậm Mùa là phụ lưu cấp 2 của sông Đà, một con sông đổ ra Nậm Mu. Nậm Mùa chảy qua các tỉnh Sơn La và Lai Châu, Việt Nam."
Sơn La,Sông Mã,"Sông Mã là một con sông của Việt Nam và Lào có chiều dài 512 km, trong đó phần trên lãnh thổ Việt Nam dài 410 km và phần trên lãnh thổ Lào dài 102 km. Lưu vực của sông Mã rộng 28.400 km², phần ở Việt Nam rộng 17.600 km², cao trung bình 762 m, độ dốc trung bình 17,6%, mật độ sông suối toàn lưu vực 0,66 km/ km². Lưu lượng nước trung bình năm 121 m³ / s tại Xã Là và 341 m³ /s tại Cẩm Thủy. Sông Mã chủ yếu chảy giữa vùng rừng núi và trung du. Phù sa sông Mã là nguồn chủ yếu tạo nên đồng bằng Thanh Hóa lớn thứ 3 ở Việt Nam."
Sơn La,Nậm Mu,"Nậm Mu là phụ lưu cấp 1 của Sông Đà, chảy ở các tỉnh Lai Châu và Sơn La, Việt Nam."
Sơn La,Nậm Lẹ,"Nậm Lẹ, suối Lẹ, còn viết là Nậm Lệ, là một phụ lưu cấp 1 của sông Mã, chảy ở huyện Mai Sơn và Sông Mã tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Păm (sông),"Nậm Păm là phụ lưu cấp 1 ở bờ trái sông Đà, chảy ở huyện Mường La tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Hồng,"Nậm Hồng là phụ lưu cấp 2 ở bờ trái sông Đà, chảy ở huyện Mường La tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Pia,"Nậm Pia là phụ lưu cấp 1 ở bờ trái sông Đà, chảy ở huyện Mường La tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Sọi,"Nậm Sọi là phụ lưu cấp 1 của sông Mã, bắt nguồn từ vùng núi biên giới Việt - Lào ở huyện Sốp Cộp, đổ vào sông Mã ở huyện Sông Mã tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Ty (Sơn La),"Nậm Ty là một phụ lưu cấp 1 của sông Mã, bắt nguồn từ vùng núi huyện Thuận Châu, chảy đến xã Nậm Ty, Sông Mã tỉnh Sơn La thì đổ vào sông Mã."
Sơn La,Nậm Xá,"Nậm Xá là phụ lưu cấp 2 ở bờ trái sông Đà, chảy ở huyện Mường La tỉnh Sơn La, Việt Nam."
